file_path,label_name,label_id,split
data\train\Biếu tặng\871476.mp4,Biếu tặng,13,train
data\train\Biếu tặng\884309.mp4,Biếu tặng,13,train
data\train\Biếu tặng\921414.mp4,Biếu tặng,13,val
data\train\Biếu tặng\923267.mp4,Biếu tặng,13,train
data\train\Biếu tặng\992697.mp4,Biếu tặng,13,val
data\train\Biếu tặng\994141.mp4,Biếu tặng,13,train
data\train\Bàn tay\216970.mp4,Bàn tay,6,train
data\train\Bàn tay\407757.mp4,Bàn tay,6,train
data\train\Bàn tay\456699.mp4,Bàn tay,6,train
data\train\Bàn tay\555884.mp4,Bàn tay,6,train
data\train\Bàn tay\772097.mp4,Bàn tay,6,val
data\train\Băn khoăn\100599.mp4,Băn khoăn,7,train
data\train\Băn khoăn\103402.mp4,Băn khoăn,7,val
data\train\Băn khoăn\120422.mp4,Băn khoăn,7,train
data\train\Băn khoăn\160738.mp4,Băn khoăn,7,val
data\train\Băn khoăn\182582.mp4,Băn khoăn,7,train
data\train\Băn khoăn\189814.mp4,Băn khoăn,7,val
data\train\Băn khoăn\211579.mp4,Băn khoăn,7,train
data\train\Băn khoăn\217301.mp4,Băn khoăn,7,train
data\train\Băn khoăn\260263.mp4,Băn khoăn,7,train
data\train\Băn khoăn\265840.mp4,Băn khoăn,7,train
data\train\Băn khoăn\269396.mp4,Băn khoăn,7,val
data\train\Băn khoăn\287330.mp4,Băn khoăn,7,train
data\train\Băn khoăn\308573.mp4,Băn khoăn,7,train
data\train\Băn khoăn\351083.mp4,Băn khoăn,7,train
data\train\Băn khoăn\352572.mp4,Băn khoăn,7,train
data\train\Băn khoăn\376183.mp4,Băn khoăn,7,train
data\train\Băn khoăn\412942.mp4,Băn khoăn,7,val
data\train\Băn khoăn\422451.mp4,Băn khoăn,7,train
data\train\Băn khoăn\439902.mp4,Băn khoăn,7,val
data\train\Băn khoăn\480612.mp4,Băn khoăn,7,train
data\train\Băn khoăn\492077.mp4,Băn khoăn,7,train
data\train\Băn khoăn\575763.mp4,Băn khoăn,7,train
data\train\Băn khoăn\609597.mp4,Băn khoăn,7,train
data\train\Băn khoăn\612340.mp4,Băn khoăn,7,train
data\train\Băn khoăn\624902.mp4,Băn khoăn,7,train
data\train\Băn khoăn\632323.mp4,Băn khoăn,7,val
data\train\Băn khoăn\632342.mp4,Băn khoăn,7,train
data\train\Băn khoăn\656116.mp4,Băn khoăn,7,train
data\train\Băn khoăn\665579.mp4,Băn khoăn,7,train
data\train\Băn khoăn\694916.mp4,Băn khoăn,7,train
data\train\Băn khoăn\728038.mp4,Băn khoăn,7,train
data\train\Băn khoăn\738551.mp4,Băn khoăn,7,val
data\train\Băn khoăn\755674.mp4,Băn khoăn,7,train
data\train\Băn khoăn\769987.mp4,Băn khoăn,7,train
data\train\Băn khoăn\854639.mp4,Băn khoăn,7,train
data\train\Băn khoăn\857168.mp4,Băn khoăn,7,train
data\train\Băn khoăn\867460.mp4,Băn khoăn,7,train
data\train\Băn khoăn\898975.mp4,Băn khoăn,7,train
data\train\Băn khoăn\899550.mp4,Băn khoăn,7,train
data\train\Băn khoăn\916449.mp4,Băn khoăn,7,val
data\train\Băn khoăn\945964.mp4,Băn khoăn,7,train
data\train\Băn khoăn\972064.mp4,Băn khoăn,7,train
data\train\Băn khoăn\982554.mp4,Băn khoăn,7,train
data\train\Bạn thân\172574.mp4,Bạn thân,8,train
data\train\Bạn thân\231869.mp4,Bạn thân,8,train
data\train\Bạn thân\234628.mp4,Bạn thân,8,val
data\train\Bạn thân\273148.mp4,Bạn thân,8,train
data\train\Bạn thân\377932.mp4,Bạn thân,8,train
data\train\Bạn thân\543692.mp4,Bạn thân,8,train
data\train\Bạn thân\598369.mp4,Bạn thân,8,train
data\train\Bạn thân\653306.mp4,Bạn thân,8,train
data\train\Bạn thân\658582.mp4,Bạn thân,8,train
data\train\Bạn thân\676510.mp4,Bạn thân,8,val
data\train\Bạn thân\736059.mp4,Bạn thân,8,train
data\train\Bạn thân\791798.mp4,Bạn thân,8,train
data\train\Bạn thân\897549.mp4,Bạn thân,8,train
data\train\Bạn thân\903035.mp4,Bạn thân,8,val
data\train\Bạn thân\955662.mp4,Bạn thân,8,train
data\train\Bế mạc\122056.mp4,Bế mạc,9,train
data\train\Bế mạc\167136.mp4,Bế mạc,9,train
data\train\Bế mạc\226882.mp4,Bế mạc,9,train
data\train\Bế mạc\310922.mp4,Bế mạc,9,train
data\train\Bế mạc\322086.mp4,Bế mạc,9,val
data\train\Bế mạc\330914.mp4,Bế mạc,9,train
data\train\Bế mạc\335612.mp4,Bế mạc,9,train
data\train\Bế mạc\341292.mp4,Bế mạc,9,train
data\train\Bế mạc\359947.mp4,Bế mạc,9,val
data\train\Bế mạc\426858.mp4,Bế mạc,9,train
data\train\Bế mạc\454508.mp4,Bế mạc,9,train
data\train\Bế mạc\491559.mp4,Bế mạc,9,train
data\train\Bế mạc\518373.mp4,Bế mạc,9,train
data\train\Bế mạc\559381.mp4,Bế mạc,9,train
data\train\Bế mạc\573417.mp4,Bế mạc,9,train
data\train\Bế mạc\642717.mp4,Bế mạc,9,train
data\train\Bế mạc\665492.mp4,Bế mạc,9,train
data\train\Bế mạc\680828.mp4,Bế mạc,9,train
data\train\Bế mạc\716886.mp4,Bế mạc,9,train
data\train\Bế mạc\717024.mp4,Bế mạc,9,train
data\train\Bế mạc\781446.mp4,Bế mạc,9,train
data\train\Bế mạc\804314.mp4,Bế mạc,9,train
data\train\Bế mạc\823378.mp4,Bế mạc,9,val
data\train\Bế mạc\847581.mp4,Bế mạc,9,val
data\train\Bế mạc\865388.mp4,Bế mạc,9,train
data\train\Bế mạc\891952.mp4,Bế mạc,9,val
data\train\Bệnh nhân\107540.mp4,Bệnh nhân,10,val
data\train\Bệnh nhân\161733.mp4,Bệnh nhân,10,train
data\train\Bệnh nhân\174441.mp4,Bệnh nhân,10,train
data\train\Bệnh nhân\761759.mp4,Bệnh nhân,10,train
data\train\Bệnh nhân\842225.mp4,Bệnh nhân,10,train
data\train\Bệnh viện\132938.mp4,Bệnh viện,11,train
data\train\Bệnh viện\156802.mp4,Bệnh viện,11,val
data\train\Bệnh viện\170674.mp4,Bệnh viện,11,train
data\train\Bệnh viện\174299.mp4,Bệnh viện,11,val
data\train\Bệnh viện\198907.mp4,Bệnh viện,11,train
data\train\Bệnh viện\201639.mp4,Bệnh viện,11,train
data\train\Bệnh viện\238739.mp4,Bệnh viện,11,train
data\train\Bệnh viện\299659.mp4,Bệnh viện,11,train
data\train\Bệnh viện\324643.mp4,Bệnh viện,11,val
data\train\Bệnh viện\340062.mp4,Bệnh viện,11,train
data\train\Bệnh viện\349565.mp4,Bệnh viện,11,train
data\train\Bệnh viện\354801.mp4,Bệnh viện,11,train
data\train\Bệnh viện\392004.mp4,Bệnh viện,11,train
data\train\Bệnh viện\446479.mp4,Bệnh viện,11,train
data\train\Bệnh viện\471507.mp4,Bệnh viện,11,train
data\train\Bệnh viện\526833.mp4,Bệnh viện,11,val
data\train\Bệnh viện\531071.mp4,Bệnh viện,11,train
data\train\Bệnh viện\544154.mp4,Bệnh viện,11,val
data\train\Bệnh viện\551989.mp4,Bệnh viện,11,train
data\train\Bệnh viện\589710.mp4,Bệnh viện,11,train
data\train\Bệnh viện\595631.mp4,Bệnh viện,11,train
data\train\Bệnh viện\595948.mp4,Bệnh viện,11,train
data\train\Bệnh viện\608993.mp4,Bệnh viện,11,train
data\train\Bệnh viện\639131.mp4,Bệnh viện,11,train
data\train\Bệnh viện\665427.mp4,Bệnh viện,11,train
data\train\Bệnh viện\698782.mp4,Bệnh viện,11,train
data\train\Bệnh viện\704201.mp4,Bệnh viện,11,train
data\train\Bệnh viện\777568.mp4,Bệnh viện,11,train
data\train\Bệnh viện\785197.mp4,Bệnh viện,11,val
data\train\Bệnh viện\790993.mp4,Bệnh viện,11,train
data\train\Bệnh viện\801474.mp4,Bệnh viện,11,train
data\train\Bệnh viện\806073.mp4,Bệnh viện,11,train
data\train\Bệnh viện\858490.mp4,Bệnh viện,11,train
data\train\Bệnh viện\864491.mp4,Bệnh viện,11,train
data\train\Bệnh viện\922733.mp4,Bệnh viện,11,train
data\train\Bệnh viện\946721.mp4,Bệnh viện,11,val
data\train\Bộ y tế\141672.mp4,Bộ y tế,14,train
data\train\Bộ y tế\185965.mp4,Bộ y tế,14,train
data\train\Bộ y tế\225710.mp4,Bộ y tế,14,train
data\train\Bộ y tế\346629.mp4,Bộ y tế,14,train
data\train\Bộ y tế\358175.mp4,Bộ y tế,14,val
data\train\Bộ y tế\523389.mp4,Bộ y tế,14,train
data\train\Bộ y tế\539589.mp4,Bộ y tế,14,train
data\train\Bộ y tế\697347.mp4,Bộ y tế,14,val
data\train\Bộ y tế\707040.mp4,Bộ y tế,14,train
data\train\Bộ y tế\712024.mp4,Bộ y tế,14,train
data\train\Bộ y tế\723398.mp4,Bộ y tế,14,train
data\train\Bộ y tế\749468.mp4,Bộ y tế,14,val
data\train\Bộ y tế\789305.mp4,Bộ y tế,14,train
data\train\Bộ y tế\808011.mp4,Bộ y tế,14,train
data\train\Chiều\181247.mp4,Chiều,25,val
data\train\Chiều\239816.mp4,Chiều,25,train
data\train\Chiều\266889.mp4,Chiều,25,train
data\train\Chiều\345884.mp4,Chiều,25,train
data\train\Chiều\350867.mp4,Chiều,25,train
data\train\Chiều\359249.mp4,Chiều,25,train
data\train\Chiều\371782.mp4,Chiều,25,train
data\train\Chiều\384913.mp4,Chiều,25,train
data\train\Chiều\387936.mp4,Chiều,25,train
data\train\Chiều\390782.mp4,Chiều,25,train
data\train\Chiều\399607.mp4,Chiều,25,train
data\train\Chiều\432711.mp4,Chiều,25,train
data\train\Chiều\435239.mp4,Chiều,25,val
data\train\Chiều\452161.mp4,Chiều,25,train
data\train\Chiều\547470.mp4,Chiều,25,train
data\train\Chiều\561239.mp4,Chiều,25,train
data\train\Chiều\564071.mp4,Chiều,25,train
data\train\Chiều\567574.mp4,Chiều,25,train
data\train\Chiều\571932.mp4,Chiều,25,train
data\train\Chiều\578634.mp4,Chiều,25,train
data\train\Chiều\587213.mp4,Chiều,25,val
data\train\Chiều\597732.mp4,Chiều,25,val
data\train\Chiều\608136.mp4,Chiều,25,train
data\train\Chiều\629298.mp4,Chiều,25,train
data\train\Chiều\646622.mp4,Chiều,25,val
data\train\Chiều\656932.mp4,Chiều,25,train
data\train\Chiều\666390.mp4,Chiều,25,val
data\train\Chiều\674485.mp4,Chiều,25,train
data\train\Chiều\686075.mp4,Chiều,25,train
data\train\Chiều\724377.mp4,Chiều,25,train
data\train\Chiều\742412.mp4,Chiều,25,train
data\train\Chiều\757193.mp4,Chiều,25,train
data\train\Chiều\768636.mp4,Chiều,25,val
data\train\Chiều\800005.mp4,Chiều,25,val
data\train\Chiều\848206.mp4,Chiều,25,val
data\train\Chiều\854213.mp4,Chiều,25,train
data\train\Chiều\879779.mp4,Chiều,25,train
data\train\Chiều\888295.mp4,Chiều,25,train
data\train\Chiều\891937.mp4,Chiều,25,train
data\train\Chiều\903013.mp4,Chiều,25,train
data\train\Chiều\915451.mp4,Chiều,25,train
data\train\Chiều\940346.mp4,Chiều,25,train
data\train\Chiều\954596.mp4,Chiều,25,train
data\train\Chiều\970914.mp4,Chiều,25,train
data\train\Chiều\980660.mp4,Chiều,25,train
data\train\Cho\106182.mp4,Cho,26,val
data\train\Cho\120480.mp4,Cho,26,train
data\train\Cho\165290.mp4,Cho,26,val
data\train\Cho\167348.mp4,Cho,26,train
data\train\Cho\184491.mp4,Cho,26,val
data\train\Cho\245095.mp4,Cho,26,train
data\train\Cho\258157.mp4,Cho,26,train
data\train\Cho\260227.mp4,Cho,26,train
data\train\Cho\316881.mp4,Cho,26,train
data\train\Cho\324345.mp4,Cho,26,train
data\train\Cho\342495.mp4,Cho,26,train
data\train\Cho\413118.mp4,Cho,26,val
data\train\Cho\446954.mp4,Cho,26,train
data\train\Cho\468845.mp4,Cho,26,train
data\train\Cho\498858.mp4,Cho,26,train
data\train\Cho\501641.mp4,Cho,26,train
data\train\Cho\508396.mp4,Cho,26,train
data\train\Cho\527398.mp4,Cho,26,train
data\train\Cho\535020.mp4,Cho,26,train
data\train\Cho\535970.mp4,Cho,26,train
data\train\Cho\540552.mp4,Cho,26,train
data\train\Cho\588557.mp4,Cho,26,val
data\train\Cho\600149.mp4,Cho,26,train
data\train\Cho\668969.mp4,Cho,26,train
data\train\Cho\703655.mp4,Cho,26,train
data\train\Cho\712451.mp4,Cho,26,train
data\train\Cho\827659.mp4,Cho,26,val
data\train\Cho\829308.mp4,Cho,26,train
data\train\Cho\840734.mp4,Cho,26,train
data\train\Cho\890075.mp4,Cho,26,train
data\train\Cho\902784.mp4,Cho,26,train
data\train\Cho\907189.mp4,Cho,26,train
data\train\Cho\973349.mp4,Cho,26,val
data\train\Cho\998348.mp4,Cho,26,train
data\train\Chào\124813.mp4,Chào,20,train
data\train\Chào\140605.mp4,Chào,20,train
data\train\Chào\172792.mp4,Chào,20,train
data\train\Chào\213346.mp4,Chào,20,train
data\train\Chào\302511.mp4,Chào,20,train
data\train\Chào\309267.mp4,Chào,20,train
data\train\Chào\333238.mp4,Chào,20,train
data\train\Chào\333752.mp4,Chào,20,train
data\train\Chào\338651.mp4,Chào,20,train
data\train\Chào\392136.mp4,Chào,20,train
data\train\Chào\392683.mp4,Chào,20,train
data\train\Chào\420015.mp4,Chào,20,train
data\train\Chào\444207.mp4,Chào,20,val
data\train\Chào\466643.mp4,Chào,20,train
data\train\Chào\468203.mp4,Chào,20,train
data\train\Chào\501124.mp4,Chào,20,val
data\train\Chào\517821.mp4,Chào,20,train
data\train\Chào\582662.mp4,Chào,20,train
data\train\Chào\593554.mp4,Chào,20,val
data\train\Chào\634150.mp4,Chào,20,train
data\train\Chào\772642.mp4,Chào,20,train
data\train\Chào\792094.mp4,Chào,20,val
data\train\Chào\910891.mp4,Chào,20,train
data\train\Chào\933980.mp4,Chào,20,train
data\train\Chào\956253.mp4,Chào,20,val
data\train\Chào\960394.mp4,Chào,20,train
data\train\Chân\101773.mp4,Chân,21,train
data\train\Chân\128941.mp4,Chân,21,train
data\train\Chân\140115.mp4,Chân,21,train
data\train\Chân\146542.mp4,Chân,21,train
data\train\Chân\173372.mp4,Chân,21,val
data\train\Chân\213668.mp4,Chân,21,train
data\train\Chân\220944.mp4,Chân,21,train
data\train\Chân\221263.mp4,Chân,21,train
data\train\Chân\287241.mp4,Chân,21,train
data\train\Chân\299312.mp4,Chân,21,train
data\train\Chân\306606.mp4,Chân,21,train
data\train\Chân\367095.mp4,Chân,21,train
data\train\Chân\373903.mp4,Chân,21,train
data\train\Chân\378361.mp4,Chân,21,val
data\train\Chân\428914.mp4,Chân,21,train
data\train\Chân\429164.mp4,Chân,21,val
data\train\Chân\446239.mp4,Chân,21,train
data\train\Chân\447235.mp4,Chân,21,train
data\train\Chân\462479.mp4,Chân,21,train
data\train\Chân\481913.mp4,Chân,21,train
data\train\Chân\503906.mp4,Chân,21,train
data\train\Chân\519093.mp4,Chân,21,train
data\train\Chân\552248.mp4,Chân,21,val
data\train\Chân\555673.mp4,Chân,21,train
data\train\Chân\557239.mp4,Chân,21,train
data\train\Chân\557592.mp4,Chân,21,train
data\train\Chân\636265.mp4,Chân,21,train
data\train\Chân\645175.mp4,Chân,21,train
data\train\Chân\662262.mp4,Chân,21,train
data\train\Chân\664607.mp4,Chân,21,train
data\train\Chân\704596.mp4,Chân,21,val
data\train\Chân\708792.mp4,Chân,21,train
data\train\Chân\725550.mp4,Chân,21,train
data\train\Chân\735656.mp4,Chân,21,train
data\train\Chân\753425.mp4,Chân,21,val
data\train\Chân\795612.mp4,Chân,21,train
data\train\Chân\796503.mp4,Chân,21,train
data\train\Chân\803204.mp4,Chân,21,train
data\train\Chân\812526.mp4,Chân,21,val
data\train\Chân\820221.mp4,Chân,21,train
data\train\Chân\843215.mp4,Chân,21,train
data\train\Chân\854377.mp4,Chân,21,val
data\train\Chân\863934.mp4,Chân,21,train
data\train\Chân\872840.mp4,Chân,21,train
data\train\Chân\877991.mp4,Chân,21,val
data\train\Chân\924629.mp4,Chân,21,val
data\train\Chân\945687.mp4,Chân,21,train
data\train\Chân\984642.mp4,Chân,21,train
data\train\Chúng ta\331251.mp4,Chúng ta,27,train
data\train\Chúng ta\508930.mp4,Chúng ta,27,train
data\train\Chúng ta\539375.mp4,Chúng ta,27,train
data\train\Chúng ta\611945.mp4,Chúng ta,27,train
data\train\Chúng ta\664365.mp4,Chúng ta,27,train
data\train\Chúng ta\672661.mp4,Chúng ta,27,train
data\train\Chúng ta\732556.mp4,Chúng ta,27,val
data\train\Chúng ta\870319.mp4,Chúng ta,27,train
data\train\Chúng ta\883826.mp4,Chúng ta,27,train
data\train\Chúng ta\938722.mp4,Chúng ta,27,train
data\train\Chúng ta\976325.mp4,Chúng ta,27,train
data\train\Chúng ta\994905.mp4,Chúng ta,27,val
data\train\Chạy\100425.mp4,Chạy,23,train
data\train\Chạy\188914.mp4,Chạy,23,train
data\train\Chạy\233470.mp4,Chạy,23,val
data\train\Chạy\277934.mp4,Chạy,23,train
data\train\Chạy\282480.mp4,Chạy,23,train
data\train\Chạy\301158.mp4,Chạy,23,train
data\train\Chạy\320392.mp4,Chạy,23,train
data\train\Chạy\324082.mp4,Chạy,23,train
data\train\Chạy\397571.mp4,Chạy,23,train
data\train\Chạy\400850.mp4,Chạy,23,val
data\train\Chạy\410016.mp4,Chạy,23,train
data\train\Chạy\415568.mp4,Chạy,23,train
data\train\Chạy\418635.mp4,Chạy,23,val
data\train\Chạy\424308.mp4,Chạy,23,train
data\train\Chạy\437902.mp4,Chạy,23,train
data\train\Chạy\442027.mp4,Chạy,23,train
data\train\Chạy\451470.mp4,Chạy,23,train
data\train\Chạy\497562.mp4,Chạy,23,train
data\train\Chạy\521947.mp4,Chạy,23,val
data\train\Chạy\525800.mp4,Chạy,23,val
data\train\Chạy\528231.mp4,Chạy,23,train
data\train\Chạy\540869.mp4,Chạy,23,train
data\train\Chạy\550770.mp4,Chạy,23,train
data\train\Chạy\563246.mp4,Chạy,23,train
data\train\Chạy\563638.mp4,Chạy,23,train
data\train\Chạy\587575.mp4,Chạy,23,val
data\train\Chạy\596171.mp4,Chạy,23,val
data\train\Chạy\636004.mp4,Chạy,23,val
data\train\Chạy\640490.mp4,Chạy,23,train
data\train\Chạy\674553.mp4,Chạy,23,train
data\train\Chạy\681343.mp4,Chạy,23,train
data\train\Chạy\696750.mp4,Chạy,23,train
data\train\Chạy\708158.mp4,Chạy,23,train
data\train\Chạy\736130.mp4,Chạy,23,train
data\train\Chạy\745414.mp4,Chạy,23,train
data\train\Chạy\749342.mp4,Chạy,23,train
data\train\Chạy\763686.mp4,Chạy,23,train
data\train\Chạy\786508.mp4,Chạy,23,train
data\train\Chạy\790855.mp4,Chạy,23,val
data\train\Chạy\796101.mp4,Chạy,23,train
data\train\Chạy\797229.mp4,Chạy,23,train
data\train\Chạy\799287.mp4,Chạy,23,train
data\train\Chạy\808446.mp4,Chạy,23,train
data\train\Chạy\810219.mp4,Chạy,23,train
data\train\Chạy\831076.mp4,Chạy,23,val
data\train\Chạy\871711.mp4,Chạy,23,train
data\train\Chạy\884475.mp4,Chạy,23,train
data\train\Chạy\923927.mp4,Chạy,23,train
data\train\Chạy\932291.mp4,Chạy,23,train
data\train\Chạy\934692.mp4,Chạy,23,train
data\train\Chạy\974224.mp4,Chạy,23,train
data\train\Chấp nhận\230679.mp4,Chấp nhận,22,train
data\train\Chấp nhận\414910.mp4,Chấp nhận,22,train
data\train\Chấp nhận\631756.mp4,Chấp nhận,22,train
data\train\Chấp nhận\854717.mp4,Chấp nhận,22,train
data\train\Chấp nhận\989208.mp4,Chấp nhận,22,val
data\train\Chậm lại\105814.mp4,Chậm lại,24,train
data\train\Chậm lại\125611.mp4,Chậm lại,24,train
data\train\Chậm lại\148458.mp4,Chậm lại,24,train
data\train\Chậm lại\152657.mp4,Chậm lại,24,train
data\train\Chậm lại\176365.mp4,Chậm lại,24,train
data\train\Chậm lại\197923.mp4,Chậm lại,24,train
data\train\Chậm lại\211764.mp4,Chậm lại,24,train
data\train\Chậm lại\227253.mp4,Chậm lại,24,val
data\train\Chậm lại\254511.mp4,Chậm lại,24,train
data\train\Chậm lại\254739.mp4,Chậm lại,24,train
data\train\Chậm lại\284430.mp4,Chậm lại,24,train
data\train\Chậm lại\303880.mp4,Chậm lại,24,val
data\train\Chậm lại\308802.mp4,Chậm lại,24,train
data\train\Chậm lại\329471.mp4,Chậm lại,24,train
data\train\Chậm lại\335552.mp4,Chậm lại,24,train
data\train\Chậm lại\346277.mp4,Chậm lại,24,val
data\train\Chậm lại\355836.mp4,Chậm lại,24,train
data\train\Chậm lại\356736.mp4,Chậm lại,24,train
data\train\Chậm lại\361303.mp4,Chậm lại,24,train
data\train\Chậm lại\425498.mp4,Chậm lại,24,train
data\train\Chậm lại\502630.mp4,Chậm lại,24,train
data\train\Chậm lại\519066.mp4,Chậm lại,24,train
data\train\Chậm lại\534572.mp4,Chậm lại,24,train
data\train\Chậm lại\545798.mp4,Chậm lại,24,val
data\train\Chậm lại\577538.mp4,Chậm lại,24,train
data\train\Chậm lại\587115.mp4,Chậm lại,24,val
data\train\Chậm lại\598216.mp4,Chậm lại,24,train
